ID_questionnaire;civilite;diplome;promo;admission;nationalite1;FR/UE/HUE;Age;FormComp;DeaMsc;Doctorat;DESSMBA;AutresForm;LieuForm;SitPro;RecchEmp;RecchAutre;NbExp;NbreEmp;AnnRef;TypEntrep;CreaEnt;Dirigeant;EntIndep;TailEntrp;TaGrpe;LieuTra;EntrFra;Pays;Rep;NbEnc;Activité principale employeur;AutAct;Société;Fonction;FonctAut;DomAct;DomActAut;Poste;Mission;AnnSal;SalBrut;SalVar;SalPart;SalAvant;Aspi;Atouts;Freins
628;2;3;24;5;FRANCE;FR;36;2;;;;;;1;;;11;5;2009;1;2;2;2;7;8;1;;;6;1;8;;Groupe CANAL+;5;;2;;Responsable Moyens de Diffusion Terrestre;En charge de la mise en oeuvre et du suivi opérationnel des réseaux de diffusion terrestre du groupe CANAL+ (analogique, TNT, TMP), et de la représentation au sein des organismes institutionnels en charge des dossiers associés (CSA, ARCEP, ANFR, GIP, ...);2009;95 300;8 660;5 000;0;2;Aptitude à gérer des dossiers techniques complexes;Efficacité de communication
344;2;1;28;9;FRANCE;FR;32;2;;;;;;1;;;6;2;2009;1;2;;2;8;8;1;;;1;1;;Grande distribution;Groupe Carrefour;7;;8;;Responsable de la sécurité des systèmes d'information Groupe;;2008;65 000;8 000;4 000;0;2;;
922;2;1;28;9;FRANCE;FR;34;2;;;;;;1;;;8;2;2009;1;2;2;1;2;;1;;;3;5;4;;GROUPE TBS-TRIAS;10;;8;;Directeur Général Adjoint;;2008;67 000;9 000;2 500;5 000;1;;
182;2;3;19;1;FRANCE;FR;39;1;1994;;;1994;1;1;;;14;4;2009;3;2;2;2;7;8;1;;;5;1;16;;GRTgaz;12;;8;;Maîtrise d'ouvrage Système d'Information Géographique;Pilotage stratégique d'un projet de mise en place d'un outil de gestion du Patrimoine Canalisations de GRTgaz en remplacement de l'existant,;2008;49 000;4 000;;8 000;3;La capacité à saisir rapidement un domaine technique nouveau  Connaissances en informatique générale    L'essentiel   Relations humaines (écoute, reformulation, animation de réunions, compréhension des objectifs et modes de communications des différents acteurs);Insuffisance de la connaissance des référentiels qualité et projet.  Difficultés à saisir les différents niveaux de la déclinaison des enjeux industriels.  Manque d'assurance et d'affirmativité.
261;1;1;21;9;ESPAGNE;UE;37;2;;;;;;1;;;13;5;2009;1;2;2;2;8;8;3;;2;5;1;11;;Grupo BBVA;;Strategie et innovation technologiques;8;;Manager;Stratégie et innovation informatiques;2009;69 000;8 000;;1 000;2;Ingenieur + mastère ENST;
840;2;3;27;1;FRANCE;FR;29;2;;;;;;1;;;6;2;2009;4;1;1;1;1;;1;;;5;1;15;;GWP Conseil;12;;7;;;Au sein de la direction télécoms, assistance à un responsable d'offres Télécoms à destination des filiales. Schéma directeur, plan d'investissements, études d'évolutions, coordination achats-ingénierie-clients.;2008;80 000;30 000;;;3;;
1127;2;6;8;5;FRANCE;FR;51;1;1981;;1990;;2;1;;;25;7;2009;1;2;;1;4;;3;;7;1;2;18;Etablissements thermaux, Spas;Harbin Hot Springs;6;;;Systemes d'exploitation de piscines, et traitement de l'eau potable;Pool Systems and Water Engineer;Assurer la conception l'installation et la maintenance de tous les systemes de pompage, filtration, desinfection, chauffage et distribution de l'eau potable et des bassins thermaux de Harbin Hot Springs.;2008;10 000;;;;3;La possibilite de lacher prise par rapport aux idees preconcues sur ce qu'etait un parcours professionnel.;Un manque de clarte, et une certaine anxiete sur l'avenir.
135;2;3;27;4;FRANCE;FR;32;2;;;;;;1;;;8;3;2009;1;2;2;2;8;8;1;;;2;6;5;;HCL Technologies;8;;8;;Client Engagement Director;Responsable Avant vente  Responsable Delivery  ;2009;150 000;30 000;10 000;10 000;1;Motivation, dynamisme, capacité d'adaptation;Confiance en soi
984;2;3;30;4;FRANCE;FR;29;2;;;;;;1;;;5;3;2009;1;1;1;1;1;;1;;;3;2;3;;Hedera Technology;10;;3;;PDG;;2006;42 000;;;;1;;
155;2;3;1;1;FRANCE;FR;58;1;;;1977;;2;1;;;32;2;2009;1;2;;2;7;8;1;;;3;9;18;Agro-alimentaire;Heineken France;5;;;Agro-alimentaire;Directeur Général;Direction générale ;2008;320 000;100 000;15 000;15 000;1;Capacité à réunir/motiver équipes  Orientation résultats et profits  Familiarité avec l'international;
393;2;3;31;1;FRANCE;FR;26;2;;;;;;1;;;3;2;2009;1;2;2;1;2;;1;;;2;3;18;cinéma;Herold&Family;2;;;cinéma;Directeur Recherche&Développement;Veille techno  analyse, conception, développement, déploiement d'outils informatiques dédiés à la fabrication de films en images de synthèse;2008;45 400;0;0;0;2;;
132;2;3;20;2;ESPAGNE;UE;38;1;;1999;;;2;1;;;15;6;2009;1;2;2;1;8;;3;;2;1;1;3;;Hewlett Packard;2;;8;;Ingénieur logiciel;Écriture et conception du logiciel;2008;43 000;0;2 000;1 200;3;Bonne performance.;Politique d'entreprise, bureaucratisation.
565;2;3;23;4;FRANCE;FR;38;2;;;;;;1;;;11;1;2009;1;2;2;1;8;;2;;;4;1;3;;Hewlett Packard;8;;8;;Business Development Manager;Creation et développment d'opportunités;2009;86 000;52 000;2 000;2 000;2;Détermination, prise de risque;Lourdeur administrative, poids d'une grosse structure
1222;2;3;14;1;FRANCE;FR;44;2;;;;;;1;;;18;;2009;1;2;2;1;8;;4;2;12;2;8;3;;Hewlett Packard;4;;7;;Director, Professional Services  Asia-Pacific  Communication & Media Solutions  Hewlette Packard Software;;2008;150 000;30 000;20 000;20 000;2;Progession reguliere, etape par etape.  Mobilite.  Equilibre de competences technique, business, management communication.   Courage   travail. Beaucoup de travail !;- Un secteur industriel (Telecom) extrement competitif ou les entreprises Americaines / Europeennes ne sont pas en croissance...  - La crise! 
55;2;3;27;2;ESPAGNE;UE;32;2;;;;;;1;;;7;2;2009;1;2;2;1;8;;3;;2;4;3;3;Constructeur imprimantes;Hewlett Packard;2;;;writing system engineer;writing systems engineer;;2009;36 000;1 000;;;2;;
141;2;3;4;5;FRANCE;FR;55;2;;;;;;1;;;30;8;2009;1;2;;1;2;;2;;;3;4;6;;HEXALIANCE;11;;5;;Directeur de la stratégie;Conduite du changement  Définition du nouveau coeur de métiers  Définition de l'offre nouveaux produits  Diversification,  Croissance organique et externe;2008;165 000;35 000;;;2;Ouverture d'esprit  Engagement personnel  Obsession du résultat  Réseau personnel  Agilité thématqiue et géographique;Prise et acceptation des risques  Freins culturels divers  Frilosité due à la crise  politiquement correct
255;2;3;27;4;FRANCE;FR;31;2;;;;;;1;;;7;3;2009;1;2;;1;8;;3;;5;2;6;10;;Hilti AG;12;;;Construction;Head of Business Unit;;2008;175 000;;;;2;;
391;2;1;29;9;BURKINA ;HUE;36;2;;;;;;1;;;10;5;2009;3;2;;1;8;;2;;;1;1;14;;Hôpitaux universitaires Strasbourg;7;;9;;ingénieur sécurité;audit sécurité, tests d'intrusion, spécifications, définition de politiques, conseils et recommandations vis à vis des équipes systèmes, réseaux et télécoms, veille, aspects juridiques vis à vis du monde de la santé  décret confidentialité,DMP  lutte anti-malwares;2003;40 000;;;;2;capacité d'adaptation, mobilité géographique;Etant d'origine étrangère, je n'avais jusque là pas la possibilité de travailler dans le reste de l'Europe. Maintenant que c'est chose faite, s'il n'y avait pas la crise je pourrai gagner plus en travaillant soit en Allemagne ou dans la Suisse voisine
854;2;3;26;1;FRANCE;FR;31;2;;;;;;1;;;6;1;2009;1;2;2;2;1;3;1;;;4;1;1;;HORUS SI;2;;8;;Ingénieur d'Etudes;Recherche & Développpement pour un editeur de logiciel + Missions de conseil et d'intégration chez opérateurs télécom;2008;71 000;20 000;6 000;;2;;
356;1;3;1;1;FRANCE;FR;56;1;;1980;;;1;1;;;33;3;2009;2;2;;1;8;;2;;;6;7;14;;Hospices civils de Lyon;12;;;Génie Biomédical;Adjointe du responsable du service des techniques biomédicales;Contribution au management du service, coordination des grands projets hospitaliers, programmation et maintenance des équipements médicaux;2008;65 000;;;;2;Connaissances en traitement du signal en début de carrière, compréhension humaine,  capacité d'adaptation et d'apprentissage, puissance de travail, ténacité, intégrité, prise de risques;Douter de moi, et du coup mal écouter les autres, manque de formation initiale au management
234;2;3;24;9;FRANCE;FR;34;2;;;;;;1;;;10;2;2009;1;2;;2;8;8;2;;;4;1;3;;HP;2;;7;;Software engineer  ;Tester et valider la qualité du logiciel embarqué sur des plateformes offrant des services de télécommunications multimédias  ;2008;47 000;2 000;3 000;0;3;Niveau d'anglais correct  Formation technique solide  Formation a la gestion de projet et gestion d'entreprise correcte  ;Au départ, manque de conseils sur les entreprises, les metiers, les fonctions.  Réseau d'anciens eleves quasi inexistant en province. Evolution de carriere difficile en province.  Meconnaissance du fonctionnement des evaluations dans l'entreprise (comment mettre en valeur son travail, importance de la communication, etc...)  Choix d'une entreprise avec quasi 100% d'ingenieurs, presque aucun recrutement, aucune demission, pyramide hierarchique totalement figée => evolution de carriere quasi impossible.  
796;2;3;22;1;FRANCE;FR;36;2;;;;;;1;;;12;2;2009;1;2;;2;8;8;2;;;5;1;3;;HP;2;;8;;PC customized services escalation manager;Gérer les crises de clients/commandes critiques   -qualification précise de l'escalade  -communication régulière à plusieurs niveaux de hiérarchie  -mise en place des exceptions pour résolution rapide  -gestion des épidémies(escalades en séries)  -mise en place du processus de qualité pour la rectification des causes premières;2009;57 000;;5 000;;2;-esprit de synthese et d'analyse  -capacite a communiquer en fonction de l'interlocuteur  -commitment/fiabilite  -esprit d'initiative, constructif;#NOM?
129;1;3;10;4;FRANCE;FR;49;2;;;;;;1;;;23;3;2009;1;2;2;1;8;;2;;;6;4;3;;HP CCF;2;;7;;Support&Services Program Manager;Encadrer une equipe de 10 ingenieurs dont la responsabilite est de mettre en place la chaine de support, former les equipes de support et de deploiement de nos produits et solutions logicielles de telecommunications et de developper le contenu des services de formation client et de deploiement;2009;68 000;0;2 500;0;3;;- Changement d'entreprise  - naissance des enfants et travail du conjoint  - Manque de confiance
923;1;3;6;1;FRANCE;FR;52;2;;;;;;1;;;27;2;2009;1;2;2;2;7;7;2;;;1;1;3;;HP Centre de Compétences France;1;;;tout domaine couverts par ma société (spectre très large);Directeur Normalisation Europe;Contribuer au succès des business d'HP   encadrer les participants aux  organismes de normalisation, jouer un role de coach/conseil  pour des stratégies focalisées et en coordonner l'exécution.;2008;102 000;0;8 000;0;3;Compétences, écoute, jugement, leadership;ambition principale  équilibre vie privée - vie professionnelle
126;2;6;3;5;FRANCE;FR;55;1;;;;1978;1;1;;;30;5;2009;1;2;;2;6;8;1;;;3;8;4;;HR Access;10;;8;;DG;;2008;400 000;150 000;50 000;15 000;1;;
38;2;3;29;5;FRANCE;FR;31;1;;;;2006;1;1;;;1,5;2;2009;1;2;;2;8;8;1;;;1;1;11;;HSBC;13;;4;;Structureur dérivés actions;valoriser et construire des produits dérivés action complexes  limiter le risque opérationnel,;2008;78 000;3 000;;;2;Diplome de Polytechnique, comprehension des SI, esprit mathématique;manque de confiance en soi, peu d'expérience commerciale
1080;2;3;31;1;CHINE;HUE;27;2;;;;;;1;;;2;1;2009;1;2;2;;8;;1;;;4;2;11;;HSBC FRANCE;2;;4;;Ingénieur financier;;2009;46 000;6 000;4 000;;2;motivation personnelle;
935;1;3;15;5;FRANCE;FR;44;1;;;1992;;2;2;1;;20;3;2007;3;2;2;2;5;8;1;;;3;8;2;;hub télécom;10;;7;;Directeur général;;2007;210 000;60 000;;20 000;2;;
216;2;3;22;9;FRANCE;FR;36;2;;;;;;1;;;11;6;2009;1;2;;2;5;8;1;;;5;1;2;;Hub télécom;9;;7;;Chef de Produit ToIP;Développement des offres liés à la téléphonie sur IP,;2008;71 500;6 500;;;3;Implication personnelle...;Rachats successifs.
420;2;3;26;4;FRANCE;FR;32;1;;;2005;;3;1;;;7;5;2009;1;2;2;2;8;8;3;;12;4;2;15;;Hutchison Port Holdings;12;;;Conseil;Manager;Mise en place de departements IT;;90 000;;10 000;;3;Adaptabilite  Polyvalence;Mauvais choix de depart
801;2;3;18;1;FRANCE;FR;39;1;;1995;;;1;1;;;14;3;2009;1;2;2;1;8;;1;;;1;1;3;;IBM;2;;8;;Principal scientist;;2008;85 000;0;1 500;0;2;;
480;2;1;23;9;ESPAGNE;UE;34;2;;;;;;1;;;12;2;2009;1;2;2;2;8;8;1;;;4;1;3;;IBM;8;;8;;;;;75 000;12 000;500;5 000;2;;
911;1;1;14;9;ESPAGNE;UE;44;1;;;1999;;1;1;;;23;6;2009;1;2;2;1;8;;3;;4;4;1;3;;IBM;8;;7;;Client Executive (Ingenieur d'Affaires);Je suis responsable du compte Orange UK, toutes lignes de business IBM confondues;2008;150 000;60 000;;6 000;1;Reseau personnel et professionnel  Se remettre en question  Formation tout au long de sa carriere;Je n'ai jamais eu de frein insurmontable, car quand on n'est pas content de son job, il faut partir!
594;2;1;29;9;FRANCE;FR;43;2;;;;;;1;;;17;5;2009;1;2;2;2;8;8;1;;;2;8;3;;IBM;8;;8;;Sales manager;Vente de logiciels;2008;130 000;45 000;15 000;15 000;1;compétences et opportunités;aucun
1082;2;3;8;1;FRANCE;FR;49;2;;;;;;1;;;28;2;2009;1;2;2;1;8;;1;;;5;2;3;;IBM;14;;8;;Directeur stratégie;Evangéliser la stratégie en interne et externe;2008;140 000;20 000;;;1;capacité à communiquer;Apétence pour gérer un P/L
543;2;3;20;4;FRANCE;FR;40;1;;;2008;;1;1;;;13;5;2009;1;2;2;2;8;8;1;;;5;3;3;;IBM France;12;;8;;Chef de Projet Cognos BI;Gestion de projet autour des logiciels IBM Cognos 8 BI  Missions ponctuelles d'expertise autour des mêmes produits;2008;60 000;9 000;;7 000;3;Adaptation  Dynamisme  Volontarisme;Manque de confiance en soi
404;2;3;30;1;FRANCE;FR;26;2;;;;;;1;;;4;1;2009;1;2;2;2;8;8;1;;;6;4;3;;IBM France;11;;8;;Consultant Senior SAP;Consultant Logistique / Achat & chef de projet dans la mise en oeuvre du système d'information ERP de SAP;2007;63 000;6 000;;;2;Parcours international (missions à l'étranger)  Capacité d'apprentissage rapide;Equilibre difficile entre vie privée et vie professionnelle
552;2;3;19;1;FRANCE;FR;39;2;;;;;;1;;;16;3;2009;1;2;;2;8;8;2;;;4;1;3;;IBM France;8;;8;;Ingénieur commerciale Global Services;Vente de services d'infrastructure - Infogérance, ingénierie et déploiement d'infrastructures;2008;100 000;45 000;;;2;Variété du parcours  out of the box thinking  aisance relationnelle   indépendance d'esprit  ancrage régional;changement de métier à mi-parcours (33 ans) a limité la capacité à évoluer dans le métier commercial
158;2;3;26;4;FRANCE;FR;32;2;;;;;;1;;;9;2;2009;1;2;;2;6;8;2;;;1;1;3;;IBM France;5;;9;;IT Specialist;Infogérance securité réseau;;44 906;;;;2;La qualité de ma formation et la reconnaissance de mon diplôme.;Faible nombre d'entreprise dans mon domaine dans le département où je me trouve.
1059;2;3;10;1;FRANCE;FR;46;1;;;;2002;1;1;;;23;5;2009;1;2;2;2;6;8;2;;;2;7;7;;i-BP (Informatique Banque Populaire);2;;8;;Directeur industrialisation et support;Définition, mise en place et maintien en conditions opérationnelles de l'ensemble des éléments qui constituent l'usine de développement logiciel   nomres, méthodes, outils, environnements d'intégrations, contrôle qualité, ... ;2008;85 000;0;10 000;;2;Polyvalence, mobilité, rigueur ... et un peu de chance ;Etroitesse du marché en région, poids excessif des étiquettes (changer de secteur d'activité, même pour des foinctions similaires, reste très difficile)
449;2;3;1;1;FRANCE;FR;54;2;;;;;;1;;;33;5;2009;1;2;;2;1;5;1;;;1;2;12;;ICEA;11;;5;;Directeur Projets Télécommunications;Diriger et participer aux études relatives aux réformes et à la régulation du secteur des télécommunications dans des pays en développement;2008;100 000;10 000;;;2;Disponibilité  Ouverture d'esprit  Capacité d'adaptation;Nécessité d'acquérir des compétences complémentaires (économie, finance, droit)  
272;2;3;28;4;FRANCE;FR;30;2;;;;;;1;;;6;3;2009;1;2;2;1;5;;2;;;1;1;1;;Icera;3;;6;;Ingenieur logiciel;Developpement/maintenance logiciel (protocol stacks 2G, 3G, LTE);2008;49 500;0;0;0;2;Reseau de connaissances;Age
823;2;3;30;1;FRANCE;FR;28;2;;;;;;1;;;4;2;2009;1;2;2;2;2;4;1;;;5;1;12;;ICME;12;;5;;Consultant;Définition de programme d'amélioration des processus ;2008;64 000;10 000;;;2;;
631;2;3;28;5;FRANCE;FR;31;2;;;;;;1;;;6;2;2009;1;2;2;1;3;;2;;;6;3;12;;IDATE;14;;7;;Responsable de Practice  Services Internet et Technologies emergentes;;2009;53 000;;5 500;;2;Passage aux Etats-Unis  Double competence HEC-X;Manque de pratique commerciale
1226;2;3;30;4;FRANCE;FR;28;2;;;;;;1;;;3;1;2009;1;2;2;2;4;6;1;;;5;3;12;;Idesys;11;;8;;;;2009;43 615;0;1 500;0;2;;
1217;2;3;13;1;FRANCE;FR;44;1;;;1997;;1;1;;;21;4;2009;1;2;2;2;6;8;1;;;2;6;9;;IER - Filiale Groupe Bolloré;;Direction BU;;Infrastructures / Systèmes;Directeur Division;Gestion et développement centre de profit;2008;150 000;40 000;;10 000;2;Connaissances techniques transversales  Outils de management des entreprises  ;
366;2;1;28;9;FRANCE;FR;30;2;;;;;;1;;;6;2;2009;1;2;2;1;6;;1;;;4;1;11;;IKB Deutsche Industriebank;13;;4;;chargé d'affaires financement d'acquisition;;2007;80 000;18 000;;;2;;
1094;2;1;30;9;FRANCE;FR;33;2;;;;;;1;;;12;4;2009;1;2;2;2;4;8;1;;;1;1;4;;ILOG;4;;8;;Responsable réseau et sécurité WorldWide;Responsable réseau & Sécu du SI;2009;65 000;0;1 000;;4;;
417;2;3;31;4;FRANCE;FR;27;2;;;;;;1;;;3;2;2009;1;2;;2;3;6;3;;5;1;1;11;;IMC;13;;4;;Research Analyst;Rechercher et développer des modèles statistiques pour investir sur les marchés financiers;2007;55 000;10 000;;;2;La formation ingénieur et la capacité d'analyse;Manque d'esprit commercial (savoir vendre, se vendre, et le 'pipo'). C'est une grosse lacune à mes yeux de la formation d'ingénieur qu'il faudrait combler (non pas pour former des commerciaux mais des ingénieurs qui savent vendre... leur idées, et convaincre, pas uniquement par la 'perfection' de leur raisonnement)
597;2;3;27;1;FRANCE;FR;30;1;2002;2004;;;1;1;;;7;2;2009;1;2;2;1;6;;3;;5;5;2;9;;imec;1;;3;;chef d'equipe;encadrement thesards  gestion projets;2008;50 000;;4 000;;3;dynamisme  methode;
596;2;3;1;1;FRANCE;FR;61;2;;;;;;1;;;32;1;2009;3;2;2;1;6;;1;;;2;6;8;;INA;1;;2;;directeur adjoint;gestion et coordination des activités de recherche;2008;60 000;;;;2;;
109;2;3;10;1;FRANCE;FR;47;2;;;;;;1;;;25;4;2009;4;2;2;1;1;;1;;;1;1;6;;Indépendant;2;;7;;Consutant informatique;Conseil et développement spécialisé en interfaces homme-machine;2008;50 000;;;;1;Ouverture;Administration
1057;2;3;25;1;FRANCE;FR;32;2;;;;;;1;;;10;2;2009;1;2;;2;6;6;3;;7;1;2;8;;Industrial Light and Magic;2;;2;;Ingenieur R&D;Developpement d'outils pour la creation d'images de synthese.  Support aux graphistes.;2008;73 000;;;;2;Efficacite  -Competences en ingenierie   -Expertise technique  -facilite dans les rapports humains.;Situation economique.  -Fusion/Restructuration de La societe precedente pour laquelle je travaillais.
435;2;3;27;1;FRANCE;FR;30;2;;;;;;1;;;7;2;2009;1;2;2;2;4;8;1;;;4;1;15;;INEO SYSTRANS;8;;3;;Responsable d'affaire;Etre le patron d'un contrat de marché public   garant du budget, des délais et de la bonne réalisation du projet, encadrement des équipes affectées et relation client;2008;50 000;3 000;0;0;3;Adaptation;
727;2;3;5;1;FRANCE;FR;52;2;;;;;;1;;;28;3;2009;1;2;;2;5;8;1;;;4;2;1;;INEO-Défense;3;;1;;Ingénieur d'études hyperfréquences;Définir et réaliser des ensembles d'émission-réception (télécom et radar) et de poursuite.;2008;60 000;2 000;;;2;Mon goût pour l'aspect technique, les connaissances acquises à l'école.;L'externalisation des métiers techniques et le recentrage des grands groupes vers le rôle d'intégrateur   j'ai commencé chez Thomson (aujourd'hui Thalès), qui est un des principaux clients de mon entreprise actuelle. Cette évolution ne favorise pas les contacts entre les différents intervnants sur un projet, et gêne l'évolution naturelle d'un ingénieur de laboratoire vers une équipe système.
837;2;3;23;4;FRANCE;FR;36;1;;;;;;1;;;12;3;2009;1;2;2;2;8;8;1;;;3;8;16;;INEO-GDF-SUEZ;10;;;ENERGIE;DIRECTEUR GENERAL INEO ENERGIE EXPORT;;;120 000;30 000;30 000;;1;;
95;2;3;17;1;FRANCE;FR;41;2;;;;;;1;;;18;3;2009;1;2;2;1;8;;3;;1;5;7;9;;Infineon Technologies AG;12;;3;;Senior Program Manager;responsabilité technique et commerciale d'une famille de produit (développement, industrialisation);2008;103 000;25 000;0;0;2;;
536;2;3;28;1;FRANCE;FR;28;2;;;;;;1;;;6;2;2009;1;2;;1;4;;1;;;1;1;4;;INFOVISTA;2;;8;;Ingénieur QA;Test de logiciel;2008;48 000;;;;3;DIPLOME  AISANCE EN ENTRETIEN   CONSEILS D'ANCIENS EN POSTE;- Pas assez de temps consacré à la recherche d'un second emploi.  - Manque d'ambition dans ma recherche
205;1;3;28;4;FRANCE;FR;31;2;;;;;;1;;;7;1;2009;1;2;2;1;5;;3;;4;1;1;2;;Inmarsat;4;;6;;Systems engineer;Design, development, integration, test and support of voice and data systems over satellite, ;2008;60 000;7 755;0;0;2;Connaissances techniques generalistes, capacites a communiquer avec des personnes de cultures differentes a l'ecrit et a l'oral, capacite a apprendre vite et a travailler vite. ;Prejuges locaux (en Angleterre, les ingenieurs sont peu eduques et tres specialises et n'accedent pas a des postes a responsabilite)
696;2;3;16;1;FRANCE;FR;42;2;;;;;;2;1;;19;6;2008;1;1;1;1;1;;1;;;1;1;6;;Innovalog  ;11;;8;;;;;;;;;3;;
41;2;3;27;1;FRANCE;FR;30;2;;;;;;1;;;7;2;2009;2;2;;;5;;2;;;1;2;13;;INRIA;1;;6;;ingenieur de recherche;developpement de plateformes logicielles pour la recherche en reseau;2008;33 000;0;;0;3;;
403;2;3;16;1;FRANCE;FR;41;1;1;1;;1;1;1;;;17;3;2009;3;2;;2;5;7;2;;;1;2;13;;INRIA;1;;6;;charge de recherche;recherche  contrats industriels  enseignement  encadrement de theses;2008;35 000;0;;0;2;polyvalence, culture scientifique, tenacite, curiosite, creativite, esprit de synthese;peu de recherche de haut niveau dans le prive
1039;2;3;1;1;FRANCE;FR;59;1;;1996;;;1;1;;;36;2;2009;2;2;2;1;5;;1;;;4;1;13;;INRP;1;;;Usages des TI;ingénieur de recherche;recherches sur les usages et applications des TIC dans l'éducation;2008;48 000;0;;0;2;intérêt intellectuel, grande diversité des questions étudiées, relative indépendance dans le choix de l'activité ;mobilité faible
1008;2;3;25;8;FRANCE;FR;40;2;;;;;;1;;;20;2;2009;2;2;2;;8;;1;;;2;7;14;;INSEE;10;;8;;Chef de centre national informatique de Paris;Diriger le centre national informatique de Paris de l'INSEE;2008;25 000;0;;0;1;ma diversité des postes tenus;
492;2;1;11;9;ALGERIE;HUE;55;2;;;;;;1;;;29;3;2009;2;2;2;2;4;6;3;;13;6;4;13;;Institut National des Télécommunications et des Technologies de l'Information et de la Communication;1;;7;;Maitre de Conférences en Informatique;Recherche, Enseignement, Encadrement de projets d'études, Formation continue......;2005;36 000;;;;3;Esprit de logique et surtout l'atout principal est la pédagogie ainsi que la transmission du savoir aux jeunes;généralement, les freins, les obstacles, les copinages... sont dans tous les domaines mais il faut savoir ne pas trop attacher d'importance au coté matérielet tout ira bien
1176;2;3;19;4;FRANCE;FR;41;2;;;;;;1;;;16;4;2009;2;2;2;;6;;1;;;1;5;13;;Institut Telecom;1;;7;;Directeur d'etudes;Recherche;2008;60 000;0;;0;1;;
810;2;6;22;5;FRANCE;FR;37;2;;;;;;1;;;12;4;2009;2;2;2;1;6;;1;;;6;5;13;;Institut Telecom;10;;;;Directeur de la stratégie et des affaires financières;Stratégie, budgets, marchés, contrôle de gestion, système d'information, communication, gestion du patrimoine, grands projets.;2008;70 000;6 000;;0;2;;
821;2;6;5;5;FRANCE;FR;52;2;;;;;;1;;;29;6;2009;3;2;;2;6;8;1;;;3;9;13;;Institut Telecom;10;;5;;Administrateur général;gérer et orienter la stratégie d'un établissement public d'enseignement supérieur et de recherche de plus de 1000 salariés et de 140 M€ de budget;2008;170 000;24 000;;0;1;adaptabilité  sens des relations humaines  engagement personnel  esprit d'équipe;modestie  manque de prise de risque
1154;2;3;2;1;FRANCE;FR;54;1;;;1979;;2;1;;;27;5;2009;1;2;2;1;8;;3;;7;5;6;4;;Intuit;2;;8;;VP Product Management;Definition de nouveaux produits et extensions de produits existants, etablissement de la strategie de produits;2008;230 000;;110 000;;2;changement reguliers de postes, experience internationale, diplome MBA, travail intensif;experiences pas toujours reussies, changement trop rapide de postes parfois
303;2;3;21;1;FRANCE;FR;37;2;;;;;;1;;;14;2;2009;1;2;2;1;2;;3;;5;2;4;9;;Inverto - FTA Communication Technologies;4;;2;;SW manager;Manager technique ( management equipe + expertise et capacités techniques );2008;85 000;2 000;;4 000;2;compétence technique ;
754;2;1;31;9;FRANCE;FR;28;2;;;;;;1;;;4;3;2009;1;2;2;1;4;;1;;;5;1;;Cabinet de conseil en Banque, Finance;Investance Consulting;11;;4;;Consultant en Finance;Conseil en gestion de projets, organisation pour les entreprises de l'insdustrie financière.;2008;50 000;0;;;2;;
683;2;3;21;4;FRANCE;FR;37;2;;;;;;1;;;12;6;2009;1;2;2;2;1;8;1;;;6;1;3;;IOMEGA groupe EMC;8;;8;;Key account Manager;Responsable de l'activité B2B et de la distribution en France;2008;85 000;25 000;;5 000;2;Excellente formation initiale  Marché des télécoms particulièrement dynamique dans les années 1990-2000  ;
130;2;1;28;9;FRANCE;FR;31;2;;;;;;1;;;9;;2009;1;2;2;1;3;;1;;;2;3;2;;IPNOTIC TELECOM;;TRADING;7;;RESPONSABLE POLE WHOLESALE;Négocier des accords de terminaison de terminaison de trafic voix avec les opérateurs telecom internationaux,  gérer le négoce de minutes internationales;;70 000;;;;2;Autonomie, curiosité, perceverance;
437;2;3;23;5;FRANCE;FR;35;1;1997;;;;1;1;;;12;3;2009;4;1;1;1;1;;2;;;1;1;6;;ISITIX;11;;8;;Consultant IT;AMOA, gestion de projet, intégration de logiciels;2008;75 000;75 000;;15 000;1;La chance  Les compétences  Le goût des choses;Manque d'expérience initial, tempérament personnel  Complexité et insécurité juridique du travail en France
307;2;3;5;1;FRANCE;FR;52;2;;;;;;1;;;29;3;2009;1;2;2;2;2;6;1;;;4;1;6;;IT CAL;11;;7;;Consultant senior  ;Assister les grandes entreprises dans le choix de solutions télécom et réseaux;2008;84 000;2 000;4 000;;1;;
220;2;3;1;9;LIBAN;HUE;58;1;;1977;;2000;3;1;;;32;4;2009;1;1;1;1;1;;4;1;12;3;4;1;;ITC SAL (BEYROUTH);11;;7;;PDG;;2008;150 000;100 000;;20 000;2;;
671;2;3;7;1;FRANCE;FR;49;1;;1983;;;1;1;;;25;2;2009;1;2;;2;8;8;1;;;1;2;10;;Itron;1;;;systèmes de gestion de l'énergie;Research & Engineering Advisor;Définir et superviser des projets de R&D;2008;97 000;;3 000;;1;Solide formation en physique à l'ENST puis en thèse;-
700;1;3;15;1;FRANCE;FR;43;2;;;;;;1;;;20;2;2009;1;2;;1;4;;1;;;6;3;17;;IXSEA;3;;10;;responsable équipe technologie systèmes inertiels;encadrement d'une équipe R&D    - conception de nouveaux produits  - amélioration des produits existants;2009;65 000;;;;1;compétences techniques  capacités d'écoute et d'organisation;trop raisonnable  pas assez mise en avant auprès d'interlocuteurs influents
